Название,Статус ,Масса,Радиус,Угловая скорость (angular_distance),Большая полуось (semi_major_axis),Открытие,Опубликованность,Тип обнаружения,Альтернативное имя,Обнаруженные молекулы,Звезда-хост,Расстояние до звезды-хоста,Масса звезды,Радиус звезды
Kepler-856 b,Confirmed,,0.83,,,2016,Announced on a website,Primary Transit,,,Kepler-856,1175,0.96,0.93
Kepler-857 b,Confirmed,,0.607,,,2016,Announced on a website,Primary Transit,,,Kepler-857,1039,0.99,0.99
Kepler-858 b,Confirmed,,0.434,,,2016,Announced on a website,Primary Transit,,,Kepler-858,296,0.96,0.91
Kepler-859 b,Confirmed,,0.276,,,2016,Announced on a website,Primary Transit,,,Kepler-859,915,0.81,0.77
Kepler-86 b,Confirmed,0.34235,0.8466,,0.824,2013,Published in a refereed paper,Primary Transit,"PH-2 b, KIC-12735740 b",,Kepler-86,,0.94,1
Kepler-860 b,Confirmed,,0.289,,,2016,Announced on a website,Primary Transit,,,Kepler-860,1295,1.04,1.06
Kepler-861 b,Confirmed,,0.203,,,2016,Announced on a website,Primary Transit,,,Kepler-861,806,0.82,0.78
Kepler-862 b,Confirmed,,0.197,,,2016,Announced on a website,Primary Transit,,,Kepler-862,806,0.88,0.84
Kepler-863 b,Confirmed,,0.259,,,2016,Announced on a website,Primary Transit,,,Kepler-863,1145,0.96,0.95
Kepler-864 b,Confirmed,,0.214,,,2016,Announced on a website,Primary Transit,,,Kepler-864,1573,1,1
Kepler-865 b,Confirmed,,0.222,,,2016,Announced on a website,Primary Transit,,,Kepler-865,664,0.93,0.92
Kepler-866 b,Confirmed,,0.145,,,2016,Announced on a website,Primary Transit,,,Kepler-866,690,0.75,0.71
Kepler-867 b,Confirmed,,0.414,,,2016,Announced on a website,Primary Transit,,,Kepler-867,824,0.92,0.91
Kepler-868 b,Confirmed,,0.183,,,2016,Announced on a website,Primary Transit,,,Kepler-868,1269,0.93,0.89
Kepler-869 b,Confirmed,,0.322,,,2016,Announced on a website,Primary Transit,,,Kepler-869,957,0.97,0.95
Kepler-87 b,Confirmed,1.02,1.21,,0.471,2013,Published in a refereed paper,Primary Transit,,,Kepler-87,,1.1,1.82
Kepler-87 c,Confirmed,0.0201,0.549,,0.664,2012,Published in a refereed paper,Primary Transit,,,Kepler-87,,1.1,1.82
Kepler-870 b,Confirmed,,0.248,,,2016,Announced on a website,Primary Transit,,,Kepler-870,1231,1.01,1.02
Kepler-871 b,Confirmed,,0.334,,,2016,Announced on a website,Primary Transit,,,Kepler-871,1695,1.11,1.14
Kepler-872 b,Confirmed,,0.178,,,2016,Announced on a website,Primary Transit,,,Kepler-872,1114,1.05,1.08
Kepler-873 b,Confirmed,,0.335,,,2016,Announced on a website,Primary Transit,,,Kepler-873,1397,1.18,1.27
Kepler-874 b,Confirmed,,0.352,,,2016,Announced on a website,Primary Transit,,,Kepler-874,1072,1.09,1.13
Kepler-875 b,Confirmed,,0.259,,,2016,Announced on a website,Primary Transit,,,Kepler-875,1244,1.06,1.11
Kepler-876 b,Confirmed,,0.128,,,2016,Announced on a website,Primary Transit,,,Kepler-876,735,0.81,0.77
Kepler-877 b,Confirmed,,0.189,,,2016,Announced on a website,Primary Transit,,,Kepler-877,572,0.85,0.81
Kepler-878 b,Confirmed,,0.172,,,2016,Announced on a website,Primary Transit,,,Kepler-878,567,0.81,0.77
Kepler-879 b,Confirmed,,0.229,,,2016,Announced on a website,Primary Transit,,,Kepler-879,772,1.02,1.02
Kepler-88 b,Confirmed,0.0274,0.3372,,,2013,Published in a refereed paper,Primary Transit,KOI-142.01,,Kepler-88,385,1.022,0.961
Kepler-88 c,Confirmed,0.6255,,,0.1529,2013,Published in a refereed paper,Radial Velocity,KOI-142 c,,Kepler-88,385,1.022,0.961
Kepler-880 b,Confirmed,,0.237,,,2016,Announced on a website,Primary Transit,,,Kepler-880,673,1.46,1.74
Kepler-881 b,Confirmed,,0.159,,,2016,Announced on a website,Primary Transit,,,Kepler-881,1364,1.06,1.09
Kepler-882 b,Confirmed,,0.11,,,2016,Announced on a website,Primary Transit,,,Kepler-882,525,0.9,0.87
Kepler-883 b,Confirmed,,0.159,,,2016,Announced on a website,Primary Transit,,,Kepler-883,549,1.06,1.09
Kepler-884 b,Confirmed,,0.11,,,2016,Announced on a website,Primary Transit,,,Kepler-884,420,1,0.94
Kepler-885 b,Confirmed,,0.223,,,2016,Announced on a website,Primary Transit,,,Kepler-885,632,1.21,1.35
Kepler-886 b,Confirmed,,0.136,,,2016,Announced on a website,Primary Transit,,,Kepler-886,857,1.1,1.16
Kepler-887 b,Confirmed,,0.164,,,2016,Announced on a website,Primary Transit,,,Kepler-887,831,1.19,1.29
Kepler-887 c,Confirmed,,0.101,,,2016,Announced on a website,Primary Transit,,,Kepler-887,831,1.19,1.29
Kepler-888 b,Confirmed,,0.157,,,2016,Announced on a website,Primary Transit,,,Kepler-888,413,0.97,0.9
Kepler-889 b,Confirmed,,0.097,,,2016,Announced on a website,Primary Transit,,,Kepler-889,513,1.14,1.25
Kepler-89 b,Confirmed,0.033,0.153,,0.05,2012,Published in a refereed paper,Primary Transit,,,Kepler-89,,1.25,1.656
Kepler-89 c,Confirmed,0.049,0.386,,0.099,2012,Published in a refereed paper,Primary Transit,,,Kepler-89,,1.25,1.656
Kepler-89 d,Confirmed,0.164,0.98,,0.165,2012,Published in a refereed paper,Primary Transit,,,Kepler-89,,1.25,1.656
Kepler-89 e,Confirmed,0.041,0.55,,0.298,2012,Published in a refereed paper,Primary Transit,,,Kepler-89,,1.25,1.656
Kepler-890 b,Confirmed,,0.793,,,2016,Announced on a website,Primary Transit,,,Kepler-890,1387,1.09,1.13
Kepler-891 b,Confirmed,,0.572,,,2016,Announced on a website,Primary Transit,,,Kepler-891,1372,1.06,1.07
Kepler-892 b,Confirmed,,0.251,,,2016,Announced on a website,Primary Transit,,,Kepler-892,640,0.75,0.72
Kepler-893 b,Confirmed,,0.27,,,2016,Announced on a website,Primary Transit,,,Kepler-893,1216,1,0.99
Kepler-894 b,Confirmed,,0.248,,,2016,Announced on a website,Primary Transit,,,Kepler-894,1090,0.87,0.85
Kepler-895 b,Confirmed,,0.137,,,2016,Announced on a website,Primary Transit,,,Kepler-895,516,0.65,0.61
Kepler-896 b,Confirmed,,0.226,,,2016,Announced on a website,Primary Transit,,,Kepler-896,896,0.84,0.81
Kepler-897 b,Confirmed,,0.213,,,2016,Announced on a website,Primary Transit,,,Kepler-897,1147,1.03,1.04
Kepler-898 b,Confirmed,,0.133,,,2016,Announced on a website,Primary Transit,,,Kepler-898,479,0.65,0.62
Kepler-899 b,Confirmed,,0.239,,,2016,Announced on a website,Primary Transit,,,Kepler-899,1038,0.93,0.91
Kepler-9 b,Confirmed,0.1369,0.732,,0.143,2010,Published in a refereed paper,Primary Transit,,,Kepler-9,,1,1.1
Kepler-9 c,Confirmed,0.0941,0.74,,0.229,2010,Published in a refereed paper,Primary Transit,,,Kepler-9,,1,1.1
Kepler-9 d,Confirmed,0.016518264,0.178428367,,0.0273,2010,Published in a refereed paper,Primary Transit,,,Kepler-9,,1,1.1
Kepler-90 b,Confirmed,,0.117,,0.074,2013,Published in a refereed paper,Primary Transit,"KOI-351 b, KIC 11442793 b",,Kepler-90,,1.13,1.2
Kepler-90 c,Confirmed,,0.106,,0.089,2013,Published in a refereed paper,Primary Transit,"KOI-351 c, KIC 11442793 c",,Kepler-90,,1.13,1.2
Kepler-90 d,Confirmed,,0.257,,0.32,2013,Published in a refereed paper,Primary Transit,"KOI-351 d, KIC 11442793 d",,Kepler-90,,1.13,1.2
Kepler-90 e,Confirmed,,0.238,,0.42,2013,Published in a refereed paper,Primary Transit,"KOI-351 e, KIC 11442793 e",,Kepler-90,,1.13,1.2
Kepler-90 f,Confirmed,,0.258,,0.48,2013,Published in a refereed paper,Primary Transit,"KOI-351 f, KIC 11442793 f",,Kepler-90,,1.13,1.2
Kepler-90 g,Confirmed,,0.725,,0.71,2013,Published in a refereed paper,Primary Transit,"KOI-351 g, KIC 11442793 g",,Kepler-90,,1.13,1.2
Kepler-90 h,Confirmed,,1.01,,1.01,2013,Published in a refereed paper,Primary Transit,"KOI-351 h, KIC 11442793",,Kepler-90,,1.13,1.2
Kepler-90 i,Confirmed,,0.118,,0.2,2017,Published in a refereed paper,Primary Transit,KIC 11442793 i,,Kepler-90,,1.13,1.2
Kepler-900 b,Confirmed,,0.186,,,2016,Announced on a website,Primary Transit,,,Kepler-900,505,0.78,0.73
Kepler-901 b,Confirmed,,0.122,,,2016,Announced on a website,Primary Transit,,,Kepler-901,241,0.59,0.57
Kepler-902 b,Confirmed,,0.227,,,2016,Announced on a website,Primary Transit,,,Kepler-902,904,0.95,0.93
Kepler-903 b,Confirmed,,0.179,,,2016,Announced on a website,Primary Transit,,,Kepler-903,829,0.98,0.97
Kepler-903 c,Confirmed,,0.226,,,2016,Announced on a website,Primary Transit,,,Kepler-903,829,0.98,0.97
Kepler-904 b,Confirmed,,0.158,,,2016,Announced on a website,Primary Transit,,,Kepler-904,1151,1.16,1.25
Kepler-905 b,Confirmed,,0.126,,,2016,Announced on a website,Primary Transit,,,Kepler-905,521,0.95,0.86
Kepler-906 b,Confirmed,,0.188,,,2016,Announced on a website,Primary Transit,,,Kepler-906,758,1.06,1.02
Kepler-907 b,Confirmed,,0.107,,,2016,Announced on a website,Primary Transit,,,Kepler-907,352,1.08,1.38
Kepler-908 b,Confirmed,,0.109,,,2016,Announced on a website,Primary Transit,,,Kepler-908,250,1.11,1.12
Kepler-909 b,Confirmed,,0.131,,,2016,Announced on a website,Primary Transit,,,Kepler-909,318,1.17,1.23
Kepler-91 b,Confirmed,0.73,1.384,,0.072,2013,Published in a refereed paper,Primary Transit,,,Kepler-91,1030,1.31,6.3
Kepler-910 b,Confirmed,,0.073,,,2016,Announced on a website,Primary Transit,,,Kepler-910,402,1.26,1.5
Kepler-911 b,Confirmed,,0.232,,,2016,Announced on a website,Primary Transit,,,Kepler-911,567,1.34,1.99
Kepler-912 b,Confirmed,,0.25,,,2016,Announced on a website,Primary Transit,,,Kepler-912,1265,1.07,1.11
Kepler-913 b,Confirmed,,0.184,,,2016,Announced on a website,Primary Transit,,,Kepler-913,597,0.63,0.61
Kepler-914 b,Confirmed,,0.123,,,2016,Announced on a website,Primary Transit,,,Kepler-914,678,1.1,1.15
Kepler-915 b,Confirmed,,0.134,,,2016,Announced on a website,Primary Transit,,,Kepler-915,806,1.21,1.38
Kepler-916 b,Confirmed,,0.157,,,2016,Announced on a website,Primary Transit,,,Kepler-916,769,0.85,0.81
Kepler-917 b,Confirmed,,0.17,,,2016,Announced on a website,Primary Transit,,,Kepler-917,1027,0.8,0.76
Kepler-918 b,Confirmed,,0.155,,,2016,Announced on a website,Primary Transit,,,Kepler-918,1245,1.11,1.14
Kepler-919 b,Confirmed,,0.201,,,2016,Announced on a website,Primary Transit,,,Kepler-919,1219,1.15,1.21
Kepler-92 b,Confirmed,0.189,0.326,,,2013,Published in a refereed paper,Primary Transit,,,Kepler-92,448.57,1.209,1.716
Kepler-92 c,Confirmed,0.0179,0.219,,,2013,Published in a refereed paper,Primary Transit,,,Kepler-92,448.57,1.209,1.716
Kepler-92 d,Confirmed,,0.1844,,,2015,Published in a refereed paper,Primary Transit,,,Kepler-92,448.57,1.209,1.716
Kepler-920 b,Confirmed,,0.216,,,2016,Announced on a website,Primary Transit,,,Kepler-920,926,0.89,0.85
Kepler-920 c,Confirmed,,0.339,,,2016,Announced on a website,Primary Transit,,,Kepler-920,926,0.89,0.85
Kepler-921 b,Confirmed,,0.256,,,2016,Announced on a website,Primary Transit,,,Kepler-921,847,0.93,0.91
Kepler-922 b,Confirmed,,0.127,,,2016,Announced on a website,Primary Transit,,,Kepler-922,558,0.95,0.93
Kepler-923 b,Confirmed,,0.123,,,2016,Announced on a website,Primary Transit,,,Kepler-923,966,1.11,1.26
Kepler-924 b,Confirmed,,0.274,,,2016,Announced on a website,Primary Transit,,,Kepler-924,995,1.14,1.23
Kepler-925 b,Confirmed,,0.209,,,2016,Announced on a website,Primary Transit,,,Kepler-925,623,0.77,0.72
Kepler-926 b,Confirmed,,0.206,,,2016,Announced on a website,Primary Transit,,,Kepler-926,771,1.01,1.01
Kepler-927 b,Confirmed,,0.153,,,2016,Announced on a website,Primary Transit,,,Kepler-927,879,0.99,0.99
Kepler-928 b,Confirmed,,0.142,,,2016,Announced on a website,Primary Transit,,,Kepler-928,532,0.73,0.7
Kepler-929 b,Confirmed,,0.099,,,2016,Announced on a website,Primary Transit,,,Kepler-929,820,1.01,1.02
Kepler-93 b,Confirmed,0.0126,0.132304634,,0.053,2014,Published in a refereed paper,Primary Transit,,,Kepler-93,,0.911,0.919
Kepler-930 b,Confirmed,,0.19,,,2016,Announced on a website,Primary Transit,,,Kepler-930,905,1.25,1.4
Kepler-931 b,Confirmed,,0.119,,,2016,Announced on a website,Primary Transit,,,Kepler-931,490,0.86,0.81
Kepler-932 b,Confirmed,,0.122,,,2016,Announced on a website,Primary Transit,,,Kepler-932,478,0.87,0.84
Kepler-933 b,Confirmed,,0.219,,,2016,Announced on a website,Primary Transit,,,Kepler-933,922,0.87,0.84
Kepler-934 b,Confirmed,,0.186,,,2016,Announced on a website,Primary Transit,,,Kepler-934,603,0.81,0.77
Kepler-935 b,Confirmed,,0.12,,,2016,Announced on a website,Primary Transit,,,Kepler-935,482,0.78,0.73
Kepler-936 b,Confirmed,,0.129,,,2016,Announced on a website,Primary Transit,,,Kepler-936,687,0.92,0.89
Kepler-937 b,Confirmed,,0.332,,,2016,Announced on a website,Primary Transit,,,Kepler-937,1482,1.15,1.22
Kepler-937 c,Confirmed,,0.238,,,2016,Announced on a website,Primary Transit,,,Kepler-937,1482,1.15,1.22
Kepler-938 b,Confirmed,,0.198,,,2016,Announced on a website,Primary Transit,,,Kepler-938,861,0.92,0.89
Kepler-939 b,Confirmed,,0.156,,,2016,Announced on a website,Primary Transit,,,Kepler-939,1029,0.88,0.85
Kepler-94 b,Confirmed,0.03411,0.313,,,2014,Published in a refereed paper,Primary Transit,,,Kepler-94,,0.81,0.76
Kepler-94 c,Confirmed,,,,,2014,Published in a refereed paper,Radial Velocity,,,Kepler-94,,0.81,0.76
Kepler-940 b,Confirmed,,0.298,,,2016,Announced on a website,Primary Transit,,,Kepler-940,1317,0.97,0.96
Kepler-941 b,Confirmed,,0.275,,,2016,Announced on a website,Primary Transit,,,Kepler-941,1105,0.89,0.86
Kepler-942 b,Confirmed,,0.19,,,2016,Announced on a website,Primary Transit,,,Kepler-942,218,0.81,0.75
Kepler-944 b,Confirmed,,0.235,,,2016,Announced on a website,Primary Transit,,,Kepler-944,1035,0.86,0.83
Kepler-945 b,Confirmed,,0.235,,,2016,Announced on a website,Primary Transit,,,Kepler-945,1543,0.97,0.97
Kepler-946 b,Confirmed,,0.172,,,2016,Announced on a website,Primary Transit,,,Kepler-946,918,0.94,0.93
Kepler-947 b,Confirmed,,0.203,,,2016,Announced on a website,Primary Transit,,,Kepler-947,1188,0.9,0.87
Kepler-948 b,Confirmed,,0.165,,,2016,Announced on a website,Primary Transit,,,Kepler-948,884,0.96,0.94
Kepler-949 b,Confirmed,,0.26,,,2016,Announced on a website,Primary Transit,,,Kepler-949,572,0.89,0.86
Kepler-95 b,Confirmed,0.041,0.305,,,2014,Published in a refereed paper,Primary Transit,,,Kepler-95,,1.08,1.41
Kepler-950 b,Confirmed,,0.801,,,2016,Announced on a website,Primary Transit,,,Kepler-950,1489,1.02,1.02
Kepler-951 b,Confirmed,,0.499,,,2016,Announced on a website,Primary Transit,,,Kepler-951,408,0.77,0.73
Kepler-952 b,Confirmed,,0.682,,,2016,Announced on a website,Primary Transit,,,Kepler-952,1167,1,0.99
Kepler-953 b,Confirmed,,0.315,,0.19757,2012,Announced on a professional conference,Primary Transit,KIC 8552719 b,,Kepler-953,,0.94,0.822
Kepler-953 c,Confirmed,,0.106,,,2016,Announced on a website,Primary Transit,KIC 8552719 c,,Kepler-953,,0.94,0.822
Kepler-954 b,Confirmed,,0.207,,,2016,Announced on a website,Primary Transit,,,Kepler-954,224,0.82,0.76
Kepler-955 b,Confirmed,,0.279,,,2016,Announced on a website,Primary Transit,,,Kepler-955,637,0.89,0.84
Kepler-956 b,Confirmed,,0.268,,,2016,Announced on a website,Primary Transit,,,Kepler-956,631,1.1,1.15
Kepler-957 b,Confirmed,,0.491,,,2016,Announced on a website,Primary Transit,,,Kepler-957,749,0.81,0.75
Kepler-958 b,Confirmed,,0.184,,,2016,Announced on a website,Primary Transit,,,Kepler-958,467,0.91,0.86
Kepler-959 b,Confirmed,,0.391,,,2016,Announced on a website,Primary Transit,,,Kepler-959,1003,1.6,2.01
Kepler-96 b,Confirmed,0.027,0.238,,,2014,Published in a refereed paper,Primary Transit,,,Kepler-96,,1,1.02
Kepler-960 b,Confirmed,,0.204,,,2016,Announced on a website,Primary Transit,,,Kepler-960,298,0.77,0.72
Kepler-961 b,Confirmed,,0.227,,,2016,Announced on a website,Primary Transit,,,Kepler-961,607,0.96,0.9
Kepler-962 b,Confirmed,,0.176,,,2016,Announced on a website,Primary Transit,,,Kepler-962,439,0.93,0.86
Kepler-963 b,Confirmed,,0.237,,,2016,Announced on a website,Primary Transit,,,Kepler-963,786,0.91,0.87
Kepler-964 b,Confirmed,,0.189,,,2016,Announced on a website,Primary Transit,,,Kepler-964,478,0.93,0.84
Kepler-965 b,Confirmed,,0.302,,,2016,Announced on a website,Primary Transit,,,Kepler-965,618,1.05,1.15
Kepler-966 b,Confirmed,,0.368,,,2016,Announced on a website,Primary Transit,,,Kepler-966,773,1.02,1.02
Kepler-967 b,Confirmed,,0.21,,,2016,Announced on a website,Primary Transit,,,Kepler-967,499,0.84,0.8
Kepler-967 c,Confirmed,,0.326,,,2016,Announced on a website,Primary Transit,,,Kepler-967,499,0.84,0.8
Kepler-968 b,Confirmed,,0.178,,,2016,Announced on a website,Primary Transit,,,Kepler-968,312,0.76,0.7
Kepler-968 c,Confirmed,,0.151,,,2016,Announced on a website,Primary Transit,,,Kepler-968,312,0.76,0.7
Kepler-969 b,Confirmed,,0.185,,,2016,Announced on a website,Primary Transit,,,Kepler-969,411,0.92,0.82
Kepler-969 c,Confirmed,,0.088,,,2016,Announced on a website,Primary Transit,,,Kepler-969,411,0.92,0.82
Kepler-97 b,Confirmed,0.01104,0.13097,,,2014,Published in a refereed paper,Primary Transit,,,Kepler-97,405.58,0.94,0.98
Kepler-970 b,Confirmed,,0.247,,,2016,Announced on a website,Primary Transit,,,Kepler-970,350,0.7,0.67
Kepler-971 b,Confirmed,,0.19,,,2016,Announced on a website,Primary Transit,,,Kepler-971,345,0.88,0.85
Kepler-972 b,Confirmed,,0.415,,,2016,Announced on a website,Primary Transit,,,Kepler-972,1304,1.15,1.22
Kepler-973 b,Confirmed,,0.175,,,2016,Announced on a website,Primary Transit,,,Kepler-973,297,0.86,0.78
Kepler-974 b,Confirmed,,0.14,,,2016,Announced on a website,Primary Transit,KOI1843.01,,Kepler-974,121,0.52,0.5
Kepler-975 b,Confirmed,,0.132,,,2016,Announced on a website,Primary Transit,,,Kepler-975,404,0.8,0.75
Kepler-976 b,Confirmed,,0.353,,,2016,Announced on a website,Primary Transit,,,Kepler-976,1020,0.87,0.83
Kepler-977 b,Confirmed,,0.234,,,2016,Announced on a website,Primary Transit,,,Kepler-977,664,0.87,0.83
Kepler-978 b,Confirmed,,0.267,,,2016,Announced on a website,Primary Transit,,,Kepler-978,624,1.07,1.09
Kepler-979 b,Confirmed,,0.243,,,2016,Announced on a website,Primary Transit,,,Kepler-979,606,0.87,0.83
Kepler-980 b,Confirmed,,0.238,,,2016,Announced on a website,Primary Transit,,,Kepler-980,804,1.05,1.06
Kepler-981 b,Confirmed,,0.206,,,2016,Announced on a website,Primary Transit,,,Kepler-981,913,0.98,0.96
Kepler-982 b,Confirmed,,0.201,,,2016,Announced on a website,Primary Transit,,,Kepler-982,702,1.16,1.29
Kepler-983 b,Confirmed,,0.211,,,2016,Announced on a website,Primary Transit,,,Kepler-983,655,1.13,1.08
Kepler-984 b,Confirmed,,0.189,,,2016,Announced on a website,Primary Transit,,,Kepler-984,461,0.96,0.93
Kepler-985 b,Confirmed,,0.266,,,2016,Announced on a website,Primary Transit,,,Kepler-985,741,0.91,0.85
Kepler-986 b,Confirmed,,0.211,,,2016,Announced on a website,Primary Transit,,,Kepler-986,563,0.96,0.98
Kepler-987 b,Confirmed,,0.291,,,2016,Announced on a website,Primary Transit,,,Kepler-987,936,0.97,0.91
Kepler-988 b,Confirmed,,0.185,,,2016,Announced on a website,Primary Transit,,,Kepler-988,248,0.55,0.53
Kepler-989 b,Confirmed,,0.197,,,2016,Announced on a website,Primary Transit,,,Kepler-989,484,0.82,0.78
Kepler-99 b,Confirmed,0.01935,0.1348,,,2014,Published in a refereed paper,Primary Transit,,,Kepler-99,209.62,0.79,0.73
Kepler-990 b,Confirmed,,0.232,,,2016,Announced on a website,Primary Transit,,,Kepler-990,933,1.05,1.08
Kepler-990 c,Confirmed,,0.136,,,2016,Announced on a website,Primary Transit,,,Kepler-990,933,1.05,1.08
Kepler-991 b,Confirmed,,0.227,,,2016,Announced on a website,Primary Transit,,,Kepler-991,370,0.64,0.61
Kepler-992 b,Confirmed,,0.145,,,2016,Announced on a website,Primary Transit,,,Kepler-992,268,0.8,0.74
Kepler-993 b,Confirmed,,0.265,,,2016,Announced on a website,Primary Transit,,,Kepler-993,298,0.57,0.54
Kepler-994 b,Confirmed,,0.143,,,2016,Announced on a website,Primary Transit,,,Kepler-994,170,0.56,0.54
Kepler-995 b,Confirmed,,0.241,,,2016,Announced on a website,Primary Transit,,,Kepler-995,659,0.83,0.8
Kepler-996 b,Confirmed,,0.177,,,2016,Announced on a website,Primary Transit,,,Kepler-996,1098,1.09,1.14
Kepler-997 b,Confirmed,,0.121,,,2016,Announced on a website,Primary Transit,,,Kepler-997,470,1.22,1.56
Kepler-998 b,Confirmed,,0.207,,,2016,Announced on a website,Primary Transit,,,Kepler-998,996,1.12,1.18
Kepler-999 b,Confirmed,,0.209,,,2016,Announced on a website,Primary Transit,,,Kepler-999,568,1.29,1.65
L 168-9 b,Confirmed,0.0145,0.124,,0.02091,2020,Published in a refereed paper,Primary Transit,,,L 168-9,25.15,0.62,0.6
L 98-59 b,Confirmed,,0.0642,,0.0227,2018,Announced on a website,Primary Transit,TOI-175 b,,L 98-59,10.623,0.32,0.291
L 98-59 c,Confirmed,,0.1151,,0.0315,2018,Announced on a website,Primary Transit,TOI-175 c,,L 98-59,10.623,0.32,0.291
L 98-59 d,Confirmed,,0.1222,,0.05,2018,Announced on a website,Primary Transit,TOI-175 d,,L 98-59,10.623,0.32,0.291
L2 Pup b,Confirmed,12,,,2,2016,Published in a refereed paper,Imaging,,,L2 Pup,64,0.659,
LHS 1140 b,Confirmed,0.0209,0.128,,0.0875,2017,Published in a refereed paper,Primary Transit,,,LHS 1140,12.47,0.146,0.186
LHS 1140 c,Confirmed,0.00569,0.11437,,0.02675,2018,Published in a refereed paper,Primary Transit,,,LHS 1140,12.47,0.146,0.186
LHS 1815 b,Confirmed,0.0132,0.09707,,0.0404,2020,Published in a refereed paper,Primary Transit,TOI-704 b,,LHS 1815,29.87,0.502,0.501
LHS 2397a B,Confirmed,64,,,3.09,2009,Published in a refereed paper,Imaging,2MASS J11214924-1313084 B,,LHS 2397a A,14.3905,0.0839,
LHS 3844 b,Confirmed,,0.1178,,0.00623,2018,Published in a refereed paper,Primary Transit,TIC 410153553 b,,LHS 3844,14.9,0.154,0.189
